fecha;exportaciones_petroleras_musd_fob;exportaciones_no_petroleras_musd_fob;importaciones_musd_fob;remesas_musd
2029-10;696.5;865.69;1370.11;303.45
2029-10;857.94;891.58;1406.37;225.86
2029-10;418.86;822.87;1207.71;414.77
2029-10;922.89;886.4;1122.93;269.59
2029-10;844.92;1094;1812.09;292.14
2029-10;400.32;1123.7;1908.24;292.38
2029-10;941.62;1345.96;1552.51;225.18
2029-10;767.91;963.9;1133.69;370.99
2029-10;611.72;1438.72;1218.1;430.24
2029-10;470.16;1174.62;1216.25;363.09
2029-10;682.85;947.32;1914.3;445.29
2029-10;728.59;776.54;1424.59;263.26
2029-10;595.34;1276.54;1321.1;328.54
2029-10;879.57;1074.99;1779.56;323.04
2029-10;377.38;1169.17;934.14;343.9
2029-10;905.27;1034.18;1079.91;407.38
2029-10;867.03;840.28;1210.8;304.88
2029-10;795.22;1077.84;1312.15;333.89
2029-10;556.23;1262;1737.09;289.51
2029-11;662.09;1396.78;1620.8;423.52
2029-11;490.2;1209.78;1856.97;447.48
2029-11;684.23;878.49;909.41;472.67
2029-11;767.55;1468.12;1532.43;412.07
2029-11;568.37;991.17;943.07;405.71
2029-11;541.39;1070.55;NA;312.75
2029-11;366.6;981.81;1119.48;285.71
2029-11;667.97;849.64;1851.57;441.15
2029-11;425.16;1301.35;1835.94;391.9
2029-11;860.71;1265.04;1412.78;274.51
2029-11;918.73;1277.05;1250.29;403.79
2029-11;855.66;993.96;1442.99;441.64
2029-11;931.45;1360.01;1613.88;331.68
2029-11;391.84;1074.83;1417.08;269.37
2029-11;424.17;812.33;1349.96;249.55
2029-11;653.92;1320.98;1499.16;437.51
2029-11;608.85;1392.76;1134.68;265.8
2029-11;418.67;1059.05;1614.22;381.39
2029-11;677.66;838.96;1443.27;364.1
2029-11;845.2;1173.94;1551.83;318.34
2029-11;945.73;865.19;1485.79;405.42
2029-11;896.57;829.48;1454.19;382.6
2029-11;554.18;879.19;1719.34;367.17
2029-11;870.4;990.64;1052.5;376.57
2029-11;606.81;1399.67;1126.75;244.33
2029-11;454.09;1124.82;996.05;466.07
2029-11;631.79;1450.36;1403.04;261.77
2029-11;577.35;1465.95;1587.26;335.49
2029-11;451.71;1470.18;1530.01;386.74
2029-11;596.68;1428.51;1027.77;344.44
2029-12;834.05;1237.68;1354.46;233.48
2029-12;621.69;1063.2;923.65;208.21
2029-12;435.64;926.19;1443.28;258.58
2029-12;681.77;1176.45;1405.55;261.52
2029-12;528.14;1063.31;1546.4;437.85
2029-12;746.66;1428.15;1704.71;247.68
2029-12;623.16;926.22;1369.08;362.71
2029-12;636.9;1037.36;1892.75;425.66
2029-12;579.1;875.87;1402.54;250.13
2029-12;900.1;1312.4;1175.88;407.29
2029-12;578.32;1055.38;1560.89;351.37
2029-12;385.34;1137.35;1138.85;306.27
2029-12;353.03;1484.56;1491.92;250.54
2029-12;934.54;858.2;1808.92;281.53
2029-12;932.28;816.02;1532.48;231.14
2029-12;881.36;927.25;1592.35;425.09
2029-12;605.22;819.92;1502.2;212.57
2029-12;905.88;1405.97;NA;253.89
2029-12;659.3;1441.63;1501.99;219.03
2029-12;612.78;773.05;NA;378.86
2029-12;861.28;1239.84;1799.24;241.75
2029-12;768.97;1070.73;1442.58;363.46
2029-12;888.28;1212.98;1577.53;382.28
2029-12;754.47;787.45;1437.42;441.5
2029-12;452.99;1449.99;NA;283.13
2029-12;745.88;1178.97;NA;351.77
2029-12;639.94;973.47;1643.28;383.66
2029-12;552.67;1417.31;1306.31;331.15
2029-12;597.09;1292.31;1521.11;374.33
2029-12;405.44;943.09;1548.67;365.8
2029-12;659.12;863.82;1047.08;465.74
2030-01;385.15;1281.29;1328.46;245.61
2030-01;431.04;896.74;1895.14;206.54
2030-01;889.12;871.97;965.65;251.76
2030-01;909.59;1456.72;1727.7;398.17
2030-01;638.85;1184;1063.89;312.64
2030-01;667.65;1416.17;1230.84;281.1
2030-01;763.05;769.03;1270.01;235.44
2030-01;905.89;816.75;1427.26;202.51
2030-01;453.12;1190.84;1130.81;389.99
2030-01;795.41;1297.21;1123.65;426.48
2030-01;372.1;811.74;1225.24;212.39
2030-01;457.47;931.77;1715.15;304.04
2030-01;814;1260;1531.4;358.54
2030-01;694.88;1334.92;1677.42;226.25
2030-01;457.44;1484.55;943.01;422.68
2030-01;702.63;794.43;1336.2;326.32
2030-01;484.03;803.09;1322.08;382.06
2030-01;797.38;1471.39;1529.15;393.1
2030-01;485.73;930.29;962.58;444.34
2030-01;879.68;1194.38;1429.44;442.45
2030-01;906.11;819.81;1451.12;402.63
2030-01;707.13;1079.78;1465.59;214.8
2030-01;831.68;1291.58;1504.46;333.34
2030-01;934.32;871.35;1312.01;259.27
2030-01;542.76;1478.87;960.09;228.41
2030-01;793.93;1389.08;1016.83;269.09
2030-01;615.39;1004.48;1931.41;315.4
2030-01;427.21;1469.52;1356.22;221.8
2030-01;773.25;1002.76;1350.91;381.9
2030-01;702.75;991.6;1842.42;300.79
2030-01;390.99;903.43;1163.03;236.82
2030-02;431.49;1034.55;963.29;398.21
2030-02;840.74;1031.9;1158.48;347.46
2030-02;730.84;1156.15;1941.22;281.56
2030-02;569.71;1259.67;1741.33;473.58
2030-02;470.22;1192.97;1581.2;336.98
2030-02;901.79;811.68;1067.16;450.43
2030-02;947.86;1303.82;1525;412.83
2030-02;475.37;1465.55;1566.54;250.49
2030-02;813.44;922.09;1729.59;316.07
2030-02;565.8;1274.04;1757.8;299.52
2030-02;883.13;954.89;1589.01;328.93
2030-02;600.66;891.65;1580.04;327.38
2030-02;448.6;777.52;964.4;279.65
2030-02;689.37;1395.67;1075.22;276.52
2030-02;889.03;1333.77;1684.59;422.25
2030-02;645.57;1460.05;NA;463.4
2030-02;882.44;1432.93;1724.03;280.01
2030-02;620.32;1417.65;1317.16;274.69
2030-02;646.6;1119.68;1196.21;258.42
2030-02;581.29;1367.13;1389.8;209.88
2030-02;946.37;1347.78;1542.61;257.09
2030-02;380.4;1376.5;974.56;451.72
2030-02;814.28;1006.75;1088.07;301.24
2030-02;521.13;1142.82;1643.75;264.3
2030-02;799.43;823.21;1380.33;201.19
2030-02;384.69;943.91;1852.3;429.77
2030-02;759.39;964.29;1745.19;268.34
2030-02;628.6;1223.61;1034.41;434.51
2030-03;601.9;1283.64;1302.89;434.52
2030-03;496.43;1219.73;1160.28;218.79
2030-03;829.27;1037.45;1014.14;357.7
2030-03;367.68;907.68;1464.71;252.72
2030-03;690.57;1406.59;1777.25;356.75
2030-03;778.08;1300.72;1182.79;214.95
2030-03;446.73;992.51;1805.09;452.08
2030-03;933.23;851.94;1691.41;287.73
2030-03;653.94;771.67;1802.49;408.8
2030-03;538.53;1432.99;1433.74;377.14
2030-03;831.79;1469.52;NA;427.76
2030-03;903.3;759.75;1245.13;330.9
2030-03;467.54;933.91;1145.63;234.73
2030-03;480.7;926.67;1412.86;245.97
2030-03;610.13;1138.95;1882.2;235.92
2030-03;928.49;1214.68;1488.19;206.32
2030-03;558.03;1078.86;1138.61;337.41
2030-03;696.35;912.9;1084.79;214.51
2030-03;695.58;879.37;1576.42;365.39
2030-03;779.63;848.71;1268.1;262.47
2030-03;845.75;1073.35;917.77;431.76
2030-03;499.48;1007.6;1544.55;228.22
2030-03;786.75;1098.73;1405.51;399.68
2030-03;562.66;767.4;1633.97;393.52
2030-03;496.96;947.06;1126.65;400.18
2030-03;513.34;880.58;1844.73;395.45
2030-03;579.56;1417.04;1784.07;209.6
2030-03;382.15;781.29;1888.11;320.56
2030-03;656.71;1429.02;1631.64;415.8
2030-03;508.18;1479.1;1751.89;203.54
2030-03;871.08;765.02;1419.71;464.77
2030-04;779.2;845.69;1463.59;462.06
2030-04;631.44;839.01;1945.34;292.45
2030-04;603.99;1389.52;1209.94;310.4
2030-04;805.53;854.22;1938.89;453.35
2030-04;501;1187.63;1035.75;473.25
2030-04;428.02;1372.09;1684.1;339.22
2030-04;395.82;773.63;1317.02;238.89
2030-04;523.42;901.21;1710.5;282.8
2030-04;943.84;1267.22;1884.46;316.83
2030-04;871.86;814.37;1813.28;449.4
2030-04;927.78;768.05;967.73;442.51
2030-04;411.33;918.63;1394.81;399.98
2030-04;936.79;1001.71;1793.09;228.17
2030-04;712.1;815.97;1899.56;305
2030-04;364.62;1031.51;926.46;293.61
2030-04;804.2;1484.09;1236.26;225.23
2030-04;518.76;832.62;NA;213.84
2030-04;491.68;1082.59;1108.14;428.06
2030-04;409.94;970;1089.27;363.45
2030-04;503.44;801.37;1707.1;250.31
2030-04;925.82;1136.11;1182.34;304.18
2030-04;780.37;980.41;1215.8;337.93
2030-04;760.31;866.29;1333.37;202.31
2030-04;449.95;1283.62;1142.43;206.91
2030-04;361.38;933.96;1849.89;469.52
2030-04;850.44;1193.2;1658.95;439.31
2030-04;617;933.59;1281.24;394.08
2030-04;540.73;827.52;1635.42;237.59
2030-04;671.1;797.9;1556.92;457.87
2030-04;667.97;1080.34;1810.1;451.26
2030-05;654.97;1010.48;1923.8;297.87
2030-05;511.7;1228.48;1515.31;323.72
2030-05;545.08;1358.6;1327.63;357.25
2030-05;729.94;1264.83;929.54;390.79
2030-05;689.27;755.4;1002.17;436.06
2030-05;919.76;1217.6;1812.94;294.16
2030-05;368.84;1089.44;1293.81;394.91
2030-05;780.76;1254.26;1882.51;327.83
2030-05;740.02;1284.29;1485.87;354.73
2030-05;693.86;1457.74;NA;323.55
2030-05;851.97;992;1930.6;335.19
2030-05;490.07;1251.46;1892.28;452.58
2030-05;441.87;1063.03;1376.74;267.99
2030-05;818.68;838.18;1111.04;245.91
2030-05;517.79;1094.73;1462.17;441.34
2030-05;560.66;1022.38;1006.4;275.48
2030-05;927.5;1203.72;1765.23;378.31
2030-05;427.18;1008.2;1191.26;202.38
2030-05;697.35;1433.54;1751.31;450.55
2030-05;603.72;1218.76;1322.68;370.3
2030-05;819.58;835.33;1765.79;309.67
2030-05;423.08;1046.91;1147.71;424.56
2030-05;843.66;893.5;1422.88;203.8
2030-05;905.62;1078.55;1202.07;418.96
2030-05;468.31;1075.26;1223.07;478.41
2030-05;885.09;1267.09;1283.54;287.66
2030-05;548.35;1412.67;1643.46;455.66
2030-05;541.95;984.05;947.6;407
2030-05;733.75;836.22;1600.25;437.6
2030-05;808.39;1104.85;1489.41;402.97
2030-05;802.47;1252.17;1255.69;443.73
2030-06;636.19;1291.49;1628.22;421.72
2030-06;602.11;894.06;1665.06;395.91
2030-06;419.36;1431.91;1651.9;412.61
2030-06;755.11;828.1;NA;205.2
2030-06;533.55;1282.88;1039.81;228.33
2030-06;561.53;1037.66;1793.2;314.15
2030-06;497.54;1206.56;915.19;336.21
2030-06;807.89;818.3;1087.04;366.25
2030-06;754.59;1469.14;1644.95;334.86
2030-06;690.82;1047.05;1257.48;473.76
2030-06;776.57;1208.62;NA;239.44
2030-06;908.91;1291.6;1219.08;462.81
2030-06;572.76;1345.32;1671.19;394.42
2030-06;852.15;1285.55;1313.34;237.36
2030-06;719.64;894.39;1663.91;433.27
2030-06;429.02;839.65;1037.71;440.39
2030-06;377.41;1435.71;1274.58;399.44
2030-06;743.43;1499.97;1863.31;458.84
2030-06;751.93;1234.25;1206.39;205.55
2030-06;714.3;1375.7;1044.93;301.86
2030-06;688.03;1098;1426.85;337.56
2030-06;799.48;1407.63;1321.66;299.66
2030-06;460.47;1403.46;1517.55;369.13
2030-06;634.89;1288.48;1588.68;293.29
2030-06;479.39;1325.76;1382.63;441.2
2030-06;846.76;932.76;1309.54;269.8
2030-06;537.59;1416.17;1755.6;424.22
2030-06;447.1;1288.2;1779.54;233.4
2030-06;438.74;1162.4;981.28;232.47
2030-06;883.96;982.48;1009.27;396.2
2030-07;471.45;872.09;1081.37;428.96
2030-07;915.15;1270.52;1824.51;283.89
2030-07;735.96;1076.91;1150.19;261.54
2030-07;847.57;1364.81;981.33;436.29
2030-07;472.78;1146.63;1609.68;321.29
2030-07;505.76;1165.57;1662.73;360.95
2030-07;597.01;874.5;1408.79;289.51
2030-07;407.87;1304.32;1320.3;355.65
2030-07;558.54;916.46;1817.59;427.02
2030-07;689.07;1281.77;1783.99;414.72
2030-07;907.67;1056.8;1282.86;358.72
2030-07;690.73;1136.19;NA;222.96
2030-07;802.07;1380.74;1285.94;418.91
2030-07;841.69;1073.18;1656.33;416.38
2030-07;753.19;1165.77;1681.85;462.55
2030-07;682.74;1246.74;1459.7;357.21
2030-07;808.36;757.1;905.3;397.05
2030-07;403.26;1240.2;1483.27;453.41
2030-07;856.6;1042.55;1573.69;463.32
2030-07;739.37;1139.08;1885.51;444.3
2030-07;502.02;1133.12;1740.75;281.65
2030-07;875.25;842.7;1838.66;429.71
2030-07;539.96;906.18;1553.35;396.1
2030-07;797.71;1068.38;935.87;382.93
2030-07;382.89;1264.12;1724.22;286.5
2030-07;375.75;1156.93;957.07;303.27
2030-07;591.53;1187.24;1221.09;284.37
2030-07;368.48;760.88;1737.7;341.73
2030-07;829.37;1116.32;1195.86;368.3
2030-07;461.34;1402.59;1429.07;477.36
2030-07;725.3;1142.82;1920.46;456.52
2030-08;722.09;1062.83;1004.06;389.98
2030-08;481.31;1050.29;1437.53;443.95
2030-08;554.81;1494.1;1409.11;359.3
2030-08;493;1378.67;1128.36;226.91
2030-08;812.89;1232.56;1900.26;224.4
2030-08;401.25;996.86;1469.95;281.38
2030-08;638.71;963.15;1051.9;330.78
2030-08;774.24;1058.02;1861.48;348.38
2030-08;551.93;1334.89;1630.13;401.07
2030-08;932.09;1140.66;1455.98;310.72
2030-08;896.87;1152.71;974.1;434.7
2030-08;853.54;858.37;1537.79;474.27
2030-08;467.34;931.2;1397.17;266.24
2030-08;876.16;1383.33;1181.29;263.46
2030-08;858.88;1161.75;1471.36;402.45
2030-08;754.13;804.56;1109.07;263.56
2030-08;677.51;1340.3;1810.97;279.72
2030-08;766.54;1372;NA;204.88
2030-08;384.05;1266.51;1704.15;293.69
2030-08;636.37;1283.84;1523.66;353.74
2030-08;641.99;1496.7;1796.69;249.91
2030-08;411.51;755.72;1106.24;444.7
2030-08;931.34;1340.82;1053.47;275.47
2030-08;622.28;1341.71;1281.01;341.07
2030-08;833.89;990.04;1909.56;478.33
2030-08;886.72;1216.02;1133.11;433.37
2030-08;851.8;1355.98;971.35;447.49
2030-08;421.46;832.5;1337.21;288.47
2030-08;720.64;1449.11;1586.37;265.57
2030-08;885.23;1193.42;1023.82;360.61
2030-08;765.74;958.43;1802.47;439.94
2030-09;658.1;1024.58;NA;284.83
2030-09;528.28;973.64;911.71;479.63
2030-09;677.28;887.12;1928.69;394.35
2030-09;777.39;1406.05;1870.26;455.79
2030-09;626.64;1202.96;1234.42;347.81
2030-09;508.55;1007.75;1192.21;224.37
2030-09;454.52;944.56;1675.66;396.27
2030-09;817.78;1054.25;1310.52;287.83
2030-09;714.49;1460.27;1683.11;253.57
2030-09;551.71;939.63;1363.94;478.55
2030-09;597.5;1005.91;1335.68;269.57
2030-09;742.63;957.33;1812.21;257.21
2030-09;357.66;939.22;1349.77;465.94
2030-09;613.07;860.77;1416.64;343.05
2030-09;597.98;1175.16;912.93;441.58
2030-09;603.62;880.91;1689.07;422.38
2030-09;858.82;1235.51;1886.08;380.08
2030-09;371.75;1187.34;1529.87;319.36
2030-09;669.31;1061.58;1759.6;417.49
2030-09;542.31;890.51;1104.2;277.25
2030-09;394.88;1109.37;1150.51;477.86
2030-09;367.33;864.76;1250.71;399.12
2030-09;923.05;1092.15;903.75;320.1
2030-09;704.57;1033.07;1866.8;376.09
2030-09;512.2;1103.26;1606.2;366.14
2030-09;516.3;1336.12;1166.84;285.12
2030-09;841.1;854.14;1461.3;399.2
2030-09;653.1;812.24;1110.91;346.1
2030-09;694.45;1131.03;1505.49;307.04
2030-09;917.79;1250.46;1499.37;229.76
2030-10;501.29;1492.53;1707.84;387.67
2030-10;719.27;1272.85;1603.97;295.23
2030-10;389.67;768.52;NA;474.43
2030-10;465.57;1376.77;1813.31;283.07
2030-10;645.83;1055.02;1896.87;303.24
2030-10;693.65;906.66;1251.77;422.72
2030-10;906.82;806.73;1732.48;391.61
2030-10;353.59;1441.22;1433.92;359.21
2030-10;738.66;946.74;1205.76;369.06
2030-10;799.49;912.79;1903.16;248.12
2030-10;747.02;925.92;1401.41;328.57
2030-10;419.65;1181.11;1632.12;355.28
2030-10;762.81;1484.77;1051.44;244.52
2030-10;375.16;798.92;1821.38;336.6
2030-10;531.21;1421.88;1244.26;400.42
2030-10;850.71;1274.61;1575.93;418.42
2030-10;932.01;766.12;1374.9;206.58
2030-10;915.12;1246.53;1882.9;250.49
2030-10;646.63;1001.76;1437.58;243.26
2030-10;671.6;1060.91;925.52;405.83
2030-10;465.88;963.01;1152.33;263.29
2030-10;881.88;1112.72;1454.77;384.19
2030-10;430.26;1464.77;1852.74;333.74
2030-10;651.58;919.21;1213.09;352.07
2030-10;848.75;1233.51;973.32;213.94
2030-10;533.35;1206.85;913.77;235.64
2030-10;936.87;770.75;1424.47;410.37
2030-10;827.57;859.85;1690.36;401.77
2030-10;786.53;976.71;1923.56;384.03
2030-10;734.06;1198.44;1454.21;474.28
2030-10;409.94;1158.72;1714.03;447.47
2030-11;608.78;1279.99;1756.41;389.58
2030-11;931.47;1345.43;1572.14;428.81
2030-11;682.22;768.58;1596.39;294.25
2030-11;664.28;963.58;1687.69;350.92
2030-11;830.14;1123.23;1593.96;445.15
2030-11;734.5;1497.65;1779.06;223.94
2030-11;685.49;858.24;1129.04;448.87
2030-11;686.65;1192.1;1426.38;311.31
2030-11;840.24;971.19;1005.69;233.45
2030-11;424.3;1214.22;983;404.34
2030-11;906.81;1103.91;1705.04;295.32
2030-11;759.06;1014.23;1267.93;251.18
2030-11;648.31;1192.73;1280.14;436.59
2030-11;855.19;1282.88;1241.99;423.69
2030-11;909.11;818.52;1319.26;296.33
2030-11;492.26;1463.66;1434.45;412.95
2030-11;773.03;1419.17;1731.57;265.73
2030-11;794.47;1499.08;1135.44;382.18
2030-11;472.5;903.1;1832.75;262.46
2030-11;898.13;1441.04;1294.54;383.09
2030-11;462.63;819.89;1088.65;445.23
2030-11;384.45;1262.22;1700.27;244.33
2030-11;482.82;853.96;1825.09;234.65
2030-11;782.17;1164.01;1017.99;277.3
2030-11;642.89;952.54;1797;422.66
2030-11;775.26;1002.48;1303.01;355.59
2030-11;598.33;1419.56;1890.14;434.73
2030-11;614.27;1386.02;1144.86;388.68
2030-11;844.73;862.36;1537.89;391.12
2030-11;903.64;1344.08;1200.69;309.89
2030-12;718.15;1294.5;1702.7;255.08
2030-12;765.18;866.06;1365.3;358.62
2030-12;467.76;1407.56;1949.17;296.47
2030-12;421.93;792.47;1551.68;466.36
2030-12;877.34;1441.97;1303.47;231.14
2030-12;678.64;1245.19;1484.79;454.46
2030-12;885.36;1054.66;978.8;234.32
2030-12;834.18;811.43;1073.53;378.57
2030-12;588.5;1165.52;1017.77;310.9
2030-12;755.19;1331.96;1658.77;212.45
2030-12;817.71;1144.14;1405.96;422.32
2030-12;633.77;1234.3;974.34;236.25
2030-12;734.17;1057.49;1559.28;201.4
2030-12;632.03;775.88;1897.9;275.19
2030-12;918.06;1359.65;1811.71;393.08
2030-12;607.7;1304.91;1561.66;429.5
2030-12;607.81;1301.79;1495.65;436.81
2030-12;416.66;1418.14;1461.68;280.14
2030-12;913.37;1061.47;1748.08;250.85
2030-12;707.34;1181.1;1539.89;286.39
2030-12;677.06;1088.29;1644.53;216.66
2030-12;579.33;1246.94;1213.27;353.08
2030-12;503.22;885.5;1826.69;230.56
2030-12;864.61;1042.8;970.31;282.36
2030-12;683.81;1324.55;1835.16;448.18
2030-12;764.73;1261.63;1701.4;472.74
2030-12;559.9;1138.25;1591.72;229.51
2030-12;518.44;1368.63;1453.55;421.32
2030-12;630.13;1003.71;925.73;232.93
2030-12;654.76;1345.4;1380.32;259.03
2030-12;914.47;992.93;975.26;323.34
2031-01;607.25;910.09;1120.28;364.92
2031-01;632.88;1072.4;927.07;451.98
2031-01;891.65;1372.05;1848.81;399.48
2031-01;619.3;1459.4;1552.24;263.57
2031-01;644.3;858.98;1168.66;243.95
2031-01;724.15;921.29;1103.34;373.73
2031-01;614.74;1213.61;1438.74;237.11
2031-01;886.31;1282.97;1877.41;444.54
2031-01;586.43;1292.74;1823.88;455.98
2031-01;722.67;1379.33;1943.23;396.43
2031-01;359.36;1448.03;1932.33;329.21
2031-01;642.67;950.06;1797.45;207.41
2031-01;416.28;1173.04;1376.8;414.01
2031-01;476.55;1119.83;1529.41;242.2
2031-01;900.47;1461.88;1898.04;332.9
2031-01;760.94;1409.07;1559.52;471.39
2031-01;885.64;883.15;903.18;382.2
2031-01;470.85;1095.75;1672.5;205.99
2031-01;695.22;792.73;996.19;303.81
2031-01;668.23;1499.21;1509.3;414.1
2031-01;463.27;1461.68;1026.54;371.96
2031-01;577.6;807.61;1452.89;261.31
2031-01;566.76;862.89;922.17;359.76
2031-01;801.57;845.15;1184.55;250.97
2031-01;613.83;1177.68;1626.14;261.81
2031-01;833.25;900.25;1072.85;231.56
2031-01;792.45;1190.88;998.34;285.32
2031-01;492.42;1313.32;1457.86;439.4
2031-01;646.97;1185.02;1337.37;264
2031-01;620.24;1054.28;1384.65;253.94
2031-01;624.73;1402.19;1219.1;271.98
2031-02;932.01;917.53;1755.56;423.87
2031-02;376.26;1450.17;1568.61;448.46
2031-02;637.97;929.13;1537.37;421.75
2031-02;360.26;1391.7;1518.02;400.3
2031-02;749.39;927.08;1064.86;438.07
2031-02;502.09;1493.63;996.58;432.08
2031-02;539.23;881.57;1552.99;311.92
2031-02;560.2;1028.13;1265.82;413.47
2031-02;917.58;1317.03;1607.61;234.13
2031-02;494.28;1113.3;1068.13;300.24
2031-02;677.4;1498.06;1218.05;468.72
2031-02;852.38;1356.15;1248.89;441.85
2031-02;472.9;867.08;1031.8;336.78
2031-02;501.58;967.51;1622.74;399.52
2031-02;723.98;884.22;1730.89;429.11
2031-02;422.81;1089.11;1710.31;296.36
2031-02;775.13;765.89;1772.26;475.92
2031-02;895.95;902.29;1500.89;226.53
2031-02;911.96;928.59;1072.31;314.38
2031-02;694.54;1358.39;1725.34;437.1
2031-02;459.65;1062;1831.76;247.66
2031-02;381.35;1110.26;967.37;210.22
2031-02;661.57;1488.27;1196.65;330.02
2031-02;420.75;1267.4;1553.69;273.26
2031-02;669.84;956.85;1618.94;256.07
2031-02;948.18;1246.22;1626.55;256.35
2031-02;445.94;911.3;1712.4;395.85
2031-02;379.17;985.76;1663.32;327.39
2031-03;567.1;905.43;1741.59;323.16
2031-03;558.89;1379.47;1917.41;292.11
2031-03;390.59;1213.54;1422.14;325.7
2031-03;812.63;1157.52;1524.33;308.06
2031-03;405.92;1476.25;941.3;225.47
2031-03;698.33;790.02;1668.96;374.94
2031-03;918.81;1115.09;1196.83;320.85
2031-03;937.1;866.5;1318.7;264.91
2031-03;902.57;773.59;1772.67;399.39
2031-03;478.6;804.32;1132.08;366.86
2031-03;878.71;1185.03;1576.44;447.14
2031-03;786.43;1468.42;1231.64;237.17
2031-03;791.64;1148.1;1429.44;239.6
2031-03;608.93;921.2;1468.65;245.29
2031-03;500.18;1403.45;1046.86;442.85
2031-03;806.79;1055.82;1619.19;394.12
2031-03;362.2;1343.25;1071.6;239.47
2031-03;836.52;1248.24;1617;293.24
2031-03;705.68;1019.19;1625.71;458.81
2031-03;688.78;1340.12;1944.61;269.59
2031-03;423.76;806.63;1733.44;385.24
2031-03;571.62;1222.35;944.57;383.9
2031-03;768.93;1137.68;1221.72;325.42
2031-03;847.67;1021.7;951.07;353.86
2031-03;820.06;1185.09;1073.45;295.61
2031-03;715.88;1177.31;1663.87;231.67
2031-03;612.88;926.65;939.6;258.86
2031-03;654.63;874.67;1115.07;242.64
2031-03;834.33;1076.82;1298.2;421.33
2031-03;748.86;966.05;1818.97;223.32
2031-03;398.65;907.58;1474.79;411.13
2031-04;493.43;1397.08;1488.96;305.19
2031-04;505.24;847.68;1911.77;338.27
2031-04;481;1063.85;1641.92;220.14
2031-04;625.4;956.02;1716.71;212.9
2031-04;751.08;931.04;1638.92;200.69
2031-04;697.74;1190.07;1852.22;388.75
2031-04;357.25;1451.68;1300.94;311.54
2031-04;668.17;1121.76;1243.52;311.57
2031-04;935.21;1195.32;1418.07;472.92
2031-04;836.68;1029.5;1005.94;430.12
2031-04;908.72;1269.49;1698.59;361.79
2031-04;442.89;1309.41;933.03;285.83
2031-04;793.03;1181.7;1830.07;217.16
2031-04;379.3;1305.67;1526.69;345.28
2031-04;609.99;1435.29;1187.28;327.87
2031-04;775.08;1076.41;1213.59;243.8
2031-04;623.27;1196.77;1056.28;262.34
2031-04;658.78;840.34;1663.43;273.67
2031-04;890.41;1029.89;1510.58;435.71
2031-04;624.37;1303.33;1826.66;334.45
2031-04;475.17;1084.36;959.83;372.19
2031-04;380.53;1476.64;1077.53;350.61
2031-04;746.39;1493.73;1346.64;256.49
2031-04;760.44;1130.84;1928.39;454.24
2031-04;640.02;1168.66;1127;322.65
2031-04;401.24;1476.91;NA;411.18
2031-04;930.54;1310.32;1148.47;297.28
2031-04;890.86;974.68;1453.2;475.78
2031-04;611.26;944.89;1495;467.49
2031-04;621.5;824.69;1637.69;302
2031-05;691.63;1154.87;1629.08;308.6
2031-05;717.61;1463.45;1585.8;372.73
2031-05;415.92;1382.7;1932.18;477.02
2031-05;396.01;769.44;1529.68;428.9
2031-05;399.29;775.1;1129.86;365.43
2031-05;589.43;1417.94;1559.62;439.39
2031-05;867.25;964.94;1152.89;371.64
2031-05;934.73;1434.36;1903.18;227.45
2031-05;794.99;1052.97;1596.18;369.34
2031-05;396.12;1404.54;1015.32;403.31
2031-05;513.58;1293.53;943.95;235.13
2031-05;520.63;1269.28;1217.84;200.06
2031-05;939.02;1487.15;1131.83;276.41
2031-05;919.38;1093.68;1830.47;318.69
2031-05;864.65;925.15;NA;473.89
2031-05;563.69;1308.8;933.56;470.33
2031-05;859.14;825.8;1192.24;233.32
2031-05;485.97;1345.48;1112.27;340
2031-05;566.92;758.19;1182.13;280.2
2031-05;509.65;1346.32;1674.76;416.31
2031-05;567.69;1233.83;1259.04;234.42
2031-05;481.13;1411.7;1119.76;448.56
2031-05;840.3;1291.13;1742.7;200.5
2031-05;593.68;856.28;1003.8;241.11
2031-05;420.78;937.32;1875.26;254.84
2031-05;521.73;832.55;1157.65;442.27
2031-05;458.97;882.12;1279.47;310.65
2031-05;668.35;1445.04;1470.67;262.09
2031-05;654.77;1112.24;1614.72;465.84
2031-05;777.94;1198.98;1278.88;383.34
2031-05;691.14;799.29;1543.11;349.37
2031-06;644.43;1428.31;1194.42;442.51
2031-06;350.41;766.77;1364.9;355.11
2031-06;522.72;847.99;1808.55;271.42
2031-06;362.77;1127.55;1759.56;320.67
2031-06;421.93;1318.19;1847.81;249.35
2031-06;497.38;849.47;1353.87;345.14
2031-06;687.33;1401.97;1221.41;226.74
2031-06;814.56;811.8;1380.51;366.56
2031-06;553.55;1054.52;1017.7;415.89
2031-06;863.5;844.75;941.87;217.33
2031-06;807.4;1424.54;1857.49;307.03
2031-06;814.02;1437.82;956.14;359.9
2031-06;431.95;1145.4;1746.12;434.27
2031-06;539.56;928.21;1540.86;423.43
2031-06;689.39;1040.27;1669.6;361.43
2031-06;500.85;1167.87;1138.43;297.77
2031-06;607.01;1036.87;1578.06;419.84
2031-06;619.14;1488.04;1482.01;222.17
2031-06;656.38;1248.97;1650.4;462.44
2031-06;374.31;1475.26;1695.08;201.11
2031-06;393.55;1304.69;1367.76;284.02
2031-06;496.79;817.19;1566.65;419.3
2031-06;756.76;1419.23;1097.69;234.9
2031-06;622.81;773.91;1299.02;408.72
2031-06;453;1445.29;1006.84;337.44
