id_transaccion;fecha_venta;id_provincia;id_sector;monto_ventas_musd
TX-125977;2018-07;4;  S01  ;34.85
TX-125978;2035-11;4;S02;88.72
TX-125979;2040-08;5;S02;32.51
TX-125980;2016-07;3;S03;97.47
TX-125981;2039-07;4;S03;37.01
TX-125982;2037-09;5;S01;19.74
TX-125983;2035-06;2;S04;15.31
TX-125984;2035-07;8;S04;97.6
TX-125985;2041-02;8;S04;100.13
TX-125986;2036-10;6;  S01  ;124.49
TX-125987;2018-10;5;S02;138.36
TX-125988;2019-08;2;S01;117.86
TX-125989;2037-04;5;S01;11.95
TX-125990;2042-09;8;S03;85.71
TX-125991;2029-06;8;S04;83.02
TX-125992;2033-05;8;S01;96.44
TX-125993;2019-06;6;S04;102.31
TX-125994;2025-02;7;S01;21.9
TX-125995;2032-06;1;S02;21.45
TX-125996;2039-01;4;S05;93.91
TX-125997;2027-01;6;S02;64.84
TX-125998;2039-11;4;S03;61.91
TX-125999;2025-08;4;S01;129.15
TX-126000;2024-12;5;  S01  ;38.71
TX-126001;2038-10;6;S01;13.61
TX-126002;2033-09;2;S02;31.25
TX-126003;2038-01;3;S05;107.56
TX-126004;2030-02;3;S03;39.59
TX-126005;2020-04;6;S05;56.82
TX-126006;2036-08;5;S01;144.98
TX-126007;2041-06;5;S05;146.57
TX-126008;2023-02;4;S01;144.39
TX-126009;2033-03;3;S04;115.09
TX-126010;2026-11;7;S04;67.37
TX-126011;2035-03;6;S05;25.87
TX-126012;2027-08;5;S01;68.95
TX-126013;2028-01;3;S01;5.28
TX-126014;2021-01;5;S02;51.28
TX-126015;2021-08;4;S02;118.19
TX-126016;2036-08;7;S03;119.86
TX-126017;2027-08;6;S01;40.33
TX-126018;2036-06;7;S01;23.1
TX-126019;2042-10;8;S02;9.15
TX-126020;2040-12;3;  S01  ;6.03
TX-126021;2020-09;1;S02;40.88
TX-126022;2017-09;8;S02;53.91
TX-126023;2041-06;7;S05;84.07
TX-126024;2032-08;6;S02;110.67
TX-126025;2022-01;6;S02;95.23
TX-126026;2027-06;8;S01;118.43
TX-126027;2017-07;7;S01;88.81
TX-126028;2038-12;1;S03;50.56
TX-126029;2036-05;7;S02;89.16
TX-126030;2034-07;8;S05;20.01
TX-126031;2037-05;4;S04;61.51
TX-126032;2036-11;4;S04;23.11
TX-126033;2039-04;8;S02;87.56
TX-126034;2038-06;7;S04;91.3
TX-126035;2025-12;2;S04;142.48
TX-126036;2039-05;3;S02;66.8
TX-126037;2039-01;3;S03;142.37
TX-126038;2017-01;7;S05;135.4
TX-126039;2019-11;8;S04;90.16
TX-126040;2022-04;4;S04;114.09
TX-126041;2016-11;2;S03;32.16
TX-126042;2025-11;2;S01;26.66
TX-126043;2033-02;2;S03;131.05
TX-126044;2034-10;3;S01;76.89
TX-126045;2035-05;3;S01;50.7
TX-126046;2022-05;1;S02;121.18
TX-126047;2042-01;3;S04;102.85
TX-126048;2032-05;8;S05;104.15
TX-126049;2019-11;8;S04;41.22
TX-126050;2029-05;7;S03;8.96
TX-126051;2041-09;8;S03;16.28
TX-126052;2036-02;4;S01;87.26
TX-126053;2042-05;3;S04;68.31
TX-126054;2022-11;6;S05;20.9
TX-126055;2027-02;3;S01;70.19
TX-126056;2038-11;5;S02;121.18
TX-126057;2020-07;4;S01;19.54
TX-126058;2024-01;2;S01;133.46
TX-126059;2020-05;7;S05;41.76
TX-126060;2036-08;7;S03;135.91
TX-126061;2019-12;6;S01;60.29
TX-126062;2026-12;3;S03;100.85
TX-126063;2027-12;6;S01;89.9
TX-126064;2017-02;6;S01;52.94
TX-126065;2039-09;8;S02;60.93
TX-126066;2030-10;5;S04;100.63
TX-126067;2018-10;6;S01;39.78
TX-126068;2039-02;6;S02;44.56
TX-126069;2037-07;5;S03;14.09
TX-126070;2038-03;7;S04;103.4
TX-126071;2020-03;2;S05;50.28
TX-126072;2039-11;5;S03;9.92
TX-126073;2034-03;5;S02;125.21
TX-126074;2038-12;3;S03;30.6
TX-126075;2021-10;2;S01;17.66
TX-126076;2042-03;6;S04;126.99
TX-126077;2029-05;1;S01;121.01
TX-126078;2016-08;3;S04;98.5
TX-126079;2033-01;1;S05;15.02
TX-126080;2039-07;5;S01;143.97
TX-126081;2031-08;4;S05;87.85
TX-126082;2018-12;1;S02;146.17
TX-126083;2031-03;7;  S01  ;28.02
TX-126084;2042-12;5;S02;21.84
TX-126085;2039-02;3;S02;60.83
TX-126086;2035-01;4;S02;67.89
TX-126087;2022-03;8;S03;116.19
TX-126088;2042-02;7;S03;59.98
TX-126089;2021-01;2;S04;8.14
TX-126090;2032-11;5;S03;85.93
TX-126091;2021-03;4;S05;56.1
TX-126092;2017-07;7;S05;85.44
TX-126093;2025-03;7;S01;147.38
TX-126094;2020-07;1;S01;44.64
TX-126095;2030-06;7;S05;131.29
TX-126096;2016-10;1;S03;92.21
TX-126097;2019-07;6;S01;11.7
TX-126098;2032-06;4;S02;51.8
TX-126099;2021-12;4;S02;65.7
TX-126100;2027-04;3;S05;125.11
TX-126101;2020-05;6;S03;59.16
TX-126102;2043-03;1;S05;132.85
TX-126103;2039-04;5;S01;95
TX-126104;2023-02;8;S03;52.62
TX-126105;2019-10;4;S01;21.32
TX-126106;2018-06;4;S02;113.62
TX-126107;2038-07;7;S04;70.7
TX-126108;2031-10;1;S05;8.11
TX-126109;2043-01;2;S01;46.43
TX-126110;2031-06;7;S01;51.68
TX-126111;2041-12;5;S02;48.02
TX-126112;2021-11;2;S01;11.27
TX-126113;2031-01;3;S04;92.54
TX-126114;2027-09;5;S02;105.22
TX-126115;2023-02;4;S03;84.35
TX-126116;2029-02;4;S04;45.33
TX-126117;2017-07;8;S05;66.1
TX-126118;2040-12;6;S01;120.55
TX-126119;2038-10;3;S04;135.77
TX-126120;2021-11;3;S04;54.34
TX-126121;2042-01;4;S05;143.43
TX-126122;2025-11;1;S05;86.55
TX-126123;2037-01;8;S05;133.69
TX-126124;2033-01;1;S05;98.11
TX-126125;2019-11;2;S02;149.64
TX-126126;2017-10;6;S03;107.3
TX-126127;2017-04;4;S04;104.67
TX-126128;2035-05;7;S05;43.67
TX-126129;2024-02;4;S02;34.76
TX-126130;2021-06;3;  S01  ;124.43
TX-126131;2034-07;2;S02;57.25
TX-126132;2017-09;4;S02;32.26
TX-126133;2027-02;3;S04;26
TX-126134;2033-11;7;S05;10.19
TX-126135;2027-10;1;S01;53.69
TX-126136;2018-02;7;S01;82.64
TX-126137;2030-10;6;S03;24.84
TX-126138;2017-06;3;S01;13.82
TX-126139;2022-05;6;S01;130.48
TX-126140;2017-07;5;S03;67.03
TX-126141;2027-02;6;S04;50.33
TX-126142;2018-04;3;S01;142.53
TX-126143;2037-02;5;S02;22.85
TX-126144;2035-06;1;S01;56.05
TX-126145;2028-12;8;S01;85.92
TX-126146;2024-12;2;S02;82.56
TX-126147;2029-04;4;S04;30.36
TX-126148;2037-12;1;S03;14.4
TX-126149;2041-09;8;S05;128.62
TX-126150;2032-07;1;  S01  ;112.59
TX-126151;2029-11;2;S01;113.89
TX-126152;2017-07;5;S01;82.46
TX-126153;2016-06;8;S04;126.66
TX-126154;2021-07;3;S04;88.21
TX-126155;2039-05;2;S01;9.48
TX-126156;2042-11;2;S02;82.16
TX-126157;2016-12;8;S03;137.92
TX-126158;2021-03;4;S02;24.28
TX-126159;2021-05;4;S02;113.71
TX-126160;2017-04;5;S03;148.78
TX-126161;2026-10;7;S04;50.77
TX-126162;2035-06;8;S05;71.34
TX-126163;2033-08;4;S01;37.34
TX-126164;2032-09;1;S01;14.96
TX-126165;2032-11;2;S05;81.94
TX-126166;2017-01;4;  S01  ;148.73
TX-126167;2038-08;7;S02;81.92
TX-126168;2017-03;3;S04;61.96
TX-126169;2027-07;6;S01;120
TX-126170;2018-08;3;S05;63.19
TX-126171;2024-01;4;S04;5.22
TX-126172;2036-01;6;S03;78.82
TX-126173;2041-11;5;S03;24.79
TX-126174;2029-08;5;S03;101.39
TX-126175;2017-04;3;S04;46.31
TX-126176;2020-06;6;S04;79.68
TX-126177;2021-09;8;S02;100.09
TX-126178;2032-12;3;S02;76.94
TX-126179;2017-04;7;S03;36.91
TX-126180;2024-08;4;S01;7.51
TX-126181;2032-12;8;S03;101.68
TX-126182;2028-08;7;S03;123.9
TX-126183;2042-04;6;S01;104.56
TX-126184;2043-03;3;S05;93.85
TX-126185;2032-11;3;S04;128.31
TX-126186;2031-01;2;S02;141.94
TX-126187;2029-06;4;S02;20
TX-126188;2029-09;8;S01;97.23
TX-126189;2020-08;3;S03;130.38
TX-126190;2040-08;3;S05;93.72
TX-126191;2041-05;4;S01;85.16
TX-126192;2023-07;6;S03;48.68
TX-126193;2032-07;6;S02;10.91
TX-126194;2018-10;1;S01;90.3
TX-126195;2036-04;2;S04;69.47
TX-126196;2018-01;8;S02;10.98
TX-126197;2030-06;3;S02;122.14
TX-126198;2038-01;6;S03;77.31
TX-126199;2038-08;3;S02;16.39
TX-126200;2038-11;6;S03;12.3
TX-126201;2017-06;1;S01;99.77
TX-126202;2037-08;1;S04;106.51
TX-126203;2022-08;6;S03;121.26
TX-126204;2019-12;3;S02;97.4
TX-126205;2019-01;8;S03;68.17
TX-126206;2023-08;3;S05;99.98
TX-126207;2037-11;2;S02;75.35
TX-126208;2035-01;4;S01;57.36
TX-126209;2037-09;2;S04;138.59
TX-126210;2037-07;4;S02;126.56
TX-126211;2031-05;7;S05;35.18
TX-126212;2021-10;7;S04;99.25
TX-126213;2018-08;3;S04;57.53
TX-126214;2019-07;7;S05;138.97
TX-126215;2024-11;5;S04;93.69
TX-126216;2016-12;8;  S01  ;23.11
TX-126217;2020-03;3;S01;41.44
TX-126218;2024-06;6;S01;139.03
TX-126219;2034-01;2;S01;92.56
TX-126220;2028-05;7;S05;88.05
TX-126221;2026-01;4;S04;58.28
TX-126222;2040-04;2;S05;119.89
TX-126223;2029-06;8;S02;97.58
TX-126224;2016-09;7;S01;120.98
TX-126225;2034-05;8;S02;52.25
TX-126226;2042-06;4;S04;94.28
TX-126227;2028-08;8;S03;98.93
TX-126228;2033-05;5;S01;76.43
TX-126229;2039-08;1;S01;91.8
TX-126230;2033-10;5;S05;81.97
TX-126231;2016-10;7;S03;116.29
TX-126232;2018-06;7;S01;22.37
TX-126233;2036-01;3;S02;82.76
TX-126234;2027-04;8;S02;93.64
TX-126235;2023-11;4;S04;122.51
TX-126236;2027-02;7;S05;81.26
TX-126237;2024-11;1;S01;135.53
TX-126238;2029-11;4;S02;30.15
TX-126239;2024-04;8;S05;33.92
TX-126240;2032-01;2;  S01  ;53.58
TX-126241;2016-01;4;S01;132.91
TX-126242;2033-06;3;S05;59.77
TX-126243;2017-03;3;S03;37.49
TX-126244;2038-10;8;S04;12.65
TX-126245;2039-05;6;S02;76.95
TX-126246;2042-08;7;S02;65.72
TX-126247;2030-06;1;S04;109.3
TX-126248;2039-04;6;S02;130.98
TX-126249;2018-05;6;S02;22.02
TX-126250;2016-04;4;S03;76.28
TX-126251;2025-01;5;S02;69.68
TX-126252;2025-07;2;S02;9.79
TX-126253;2025-11;7;S02;135.69
TX-126254;2022-08;4;S05;89.56
TX-126255;2020-09;6;S05;49.95
TX-126256;2043-05;8;S03;90.55
TX-126257;2036-06;3;S05;96.99
TX-126258;2020-06;8;S05;9.93
TX-126259;2017-12;8;S01;117.77
TX-126260;2034-09;1;S05;133.17
TX-126261;2016-06;7;S03;64.93
TX-126262;2030-12;3;S01;143.57
TX-126263;2035-12;7;S01;62.18
TX-126264;2038-02;8;S04;129.29
TX-126265;2027-03;5;S05;14.44
TX-126266;2041-07;5;S03;149.03
TX-126267;2022-03;3;S04;92.51
TX-126268;2038-11;6;S03;44.84
TX-126269;2016-11;8;S04;138.82
TX-126270;2042-07;8;S05;144.07
TX-126271;2030-12;1;S03;46.53
TX-126272;2041-09;6;S01;134.79
TX-126273;2017-12;5;S05;87.21
TX-126274;2027-07;1;S01;9.41
TX-126275;2026-12;4;S01;108.55
TX-126276;2019-01;7;S05;52.96
TX-126277;2020-04;6;S04;135.26
TX-126278;2017-04;1;S04;17.91
TX-126279;2026-12;4;S02;57.95
TX-126280;2021-05;2;S05;51.55
TX-126281;2038-10;8;S03;55.08
TX-126282;2040-09;8;  S01  ;5.96
TX-126283;2024-03;6;S02;6.79
TX-126284;2037-02;1;S01;79.45
TX-126285;2028-07;6;S01;44.6
TX-126286;2035-05;5;S02;35.16
TX-126287;2029-07;5;S02;49.58
TX-126288;2025-01;7;S05;113.78
TX-126289;2023-02;6;S01;97.99
TX-126290;2023-08;1;S03;125.85
TX-126291;2019-08;3;S04;132.71
TX-126292;2025-07;2;S05;13.91
TX-126293;2035-05;8;S04;123.2
TX-126294;2034-10;2;S02;34.65
TX-126295;2042-03;6;S01;57.2
TX-126296;2037-11;2;S03;51.17
TX-126297;2033-08;2;S02;108.09
TX-126298;2018-10;7;S01;121.73
TX-126299;2029-07;3;S01;92.02
TX-126300;2037-08;3;S01;78.89
TX-126301;2027-04;1;S04;140.37
TX-126302;2023-02;8;S01;87.23
TX-126303;2016-01;3;S04;70.6
TX-126304;2026-07;5;S05;66.33
TX-126305;2020-07;3;S05;40.07
TX-126306;2021-04;5;S01;37.72
TX-126307;2034-01;3;S02;108.26
TX-126308;2027-04;3;S03;115.88
TX-126309;2041-10;4;S03;58.63
TX-126310;2028-02;1;S05;37.93
TX-126311;2032-04;5;S05;122.64
TX-126312;2037-02;6;S04;110.17
TX-126313;2034-08;8;  S01  ;94.18
TX-126314;2027-06;4;S01;118.76
TX-126315;2035-10;3;S05;36.95
TX-126316;2027-11;7;S01;58.6
TX-126317;2034-07;1;S03;21.14
TX-126318;2018-08;4;S04;87.36
TX-126319;2028-02;7;S03;81.41
TX-126320;2022-03;3;S04;40.29
TX-126321;2018-08;7;S02;83.36
TX-126322;2029-12;3;S04;43.42
TX-126323;2038-01;1;S03;90.32
TX-126324;2039-06;8;S04;16.34
TX-126325;2018-09;4;S05;37.77
TX-126326;2036-09;3;S03;16.91
TX-126327;2027-07;2;S02;148.19
TX-126328;2025-11;1;S05;5.85
TX-126329;2039-11;1;S04;42.69
TX-126330;2026-09;6;S04;126.53
TX-126331;2030-06;3;S02;130.5
TX-126332;2018-06;4;S01;87.83
TX-126333;2022-01;3;S04;35.42
TX-126334;2022-01;4;S05;16.53
TX-126335;2018-09;7;S03;86.87
TX-126336;2023-03;3;S01;39.57
TX-126337;2043-01;2;S04;61.61
TX-126338;2023-01;3;S05;64.63
TX-126339;2025-05;2;S04;77.9
TX-126340;2043-04;2;S01;28.54
TX-126341;2022-08;8;S01;15.04
TX-126342;2033-05;7;  S01  ;13.85
TX-126343;2016-11;1;S02;100.31
TX-126344;2016-12;5;S05;31.3
TX-126345;2021-08;7;S04;121.83
TX-126346;2027-08;2;S05;51.74
TX-126347;2042-10;6;S03;67.14
TX-126348;2042-05;4;S04;76.3
TX-126349;2020-04;2;S05;72.82
TX-126350;2033-10;8;S03;67.19
TX-126351;2042-12;8;S02;108.98
TX-126352;2035-07;5;S01;28.72
TX-126353;2017-04;7;S02;129.7
TX-126354;2031-10;4;S04;35.77
TX-126355;2034-08;6;S02;119.41
TX-126356;2039-06;4;S03;32.18
TX-126357;2028-04;4;S04;146.36
TX-126358;2018-08;1;S02;119.35
TX-126359;2033-07;5;S02;130.5
TX-126360;2027-09;7;S04;101.24
TX-126361;2026-05;5;S04;11.94
TX-126362;2027-03;4;S02;74.37
TX-126363;2028-10;5;S03;115.72
TX-126364;2036-01;4;S03;89.82
TX-126365;2025-06;2;S02;25.55
TX-126366;2042-12;4;S02;87.83
TX-126367;2032-12;6;S02;120.66
TX-126368;2016-02;4;  S01  ;112.95
TX-126369;2024-06;2;S02;148.67
TX-126370;2023-01;4;S05;97.49
TX-126371;2036-03;4;S02;26.62
TX-126372;2020-09;7;S01;88.68
TX-126373;2041-10;4;S01;35.32
TX-126374;2034-05;4;S01;39.25
TX-126375;2027-06;2;S05;99.9
TX-126376;2023-08;1;S02;69.57
TX-126377;2030-05;4;S05;104.15
TX-126378;2033-04;1;S03;83.7
TX-126379;2028-11;4;S04;84.33
TX-126380;2016-07;6;S03;57.62
TX-126381;2036-09;7;S03;101.25
TX-126382;2023-12;6;S01;80.73
TX-126383;2022-03;5;S01;7.43
TX-126384;2029-06;5;S04;126.6
TX-126385;2026-07;7;S05;13.22
TX-126386;2028-08;4;S05;69.98
TX-126387;2038-01;4;S05;52.6
TX-126388;2040-07;2;S03;29
TX-126389;2038-09;5;S03;47.02
TX-126390;2023-12;8;S05;74.92
TX-126391;2026-01;2;S01;7.24
TX-126392;2037-01;8;S03;17.79
TX-126393;2034-03;3;S03;70.6
TX-126394;2024-11;2;S03;135.75
TX-126395;2031-08;7;S02;16.48
TX-126396;2017-04;8;S02;95.22
TX-126397;2031-01;1;S03;23.45
TX-126398;2023-11;1;S02;20.73
TX-126399;2023-11;4;S04;123.88
TX-126400;2039-05;5;S03;106.74
TX-126401;2021-05;4;S05;108.98
TX-126402;2022-02;4;S01;40.66
TX-126403;2027-07;8;S01;24.24
TX-126404;2040-10;4;S03;96.49
TX-126405;2041-02;5;S02;54.52
TX-126406;2019-12;7;S01;94.16
TX-126407;2034-01;8;S04;34.36
TX-126408;2021-11;1;S05;73.87
TX-126409;2031-10;8;S01;84.39
TX-126410;2018-08;6;S01;6.97
TX-126411;2039-09;1;S01;118.09
TX-126412;2021-07;6;S03;35.17
TX-126413;2020-08;2;S03;107.1
TX-126414;2027-07;5;S02;109.49
TX-126415;2016-11;1;S04;116.72
TX-126416;2036-09;4;S03;138.74
TX-126417;2021-08;5;S04;53.43
TX-126418;2038-01;5;S04;147.94
TX-126419;2022-12;1;S04;131.78
TX-126420;2032-01;8;S01;9.03
TX-126421;2033-01;4;S04;89.09
TX-126422;2026-04;1;S03;132.17
TX-126423;2025-11;3;S05;141.89
TX-126424;2042-09;8;S05;116.55
TX-126425;2026-05;5;S01;113.17
TX-126426;2041-05;4;S01;10.54
TX-126427;2026-08;5;S01;103.32
TX-126428;2043-02;8;S02;66.12
TX-126429;2037-04;8;S01;86.27
TX-126430;2025-01;8;S01;87.58
TX-126431;2035-12;8;S05;67.54
TX-126432;2039-06;3;S01;136.51
TX-126433;2042-10;2;S02;129.45
TX-126434;2023-10;6;S04;147.33
TX-126435;2035-01;2;S04;137.18
TX-126436;2025-03;1;S04;99.99
TX-126437;2040-03;6;S02;127
TX-126438;2037-01;6;S05;78.04
TX-126439;2022-01;1;S01;120.82
TX-126440;2028-03;6;S03;45.75
TX-126441;2031-10;2;S02;121.72
TX-126442;2037-01;4;S03;91.17
TX-126443;2041-05;6;S04;83.05
TX-126444;2043-02;6;S04;5.88
TX-126445;2039-12;6;S01;90.56
TX-126446;2039-10;8;S03;23
TX-126447;2029-12;7;S04;74.02
TX-126448;2043-04;5;S05;69.09
TX-126449;2041-09;4;  S01  ;134.8
TX-126450;2025-11;1;S05;126.9
TX-126451;2026-05;8;S03;47.52
TX-126452;2030-03;4;S03;12.05
TX-126453;2040-10;3;S03;127.19
TX-126454;2022-08;5;S03;131.56
TX-126455;2028-03;8;S04;97.68
TX-126456;2017-07;7;S01;71.42
TX-126457;2033-05;3;S03;88.59
TX-126458;2038-10;6;S05;133.98
TX-126459;2017-07;1;S04;108.03
TX-126460;2022-04;4;S03;53.15
TX-126461;2031-06;5;S04;73.67
TX-126462;2020-06;8;S01;117.53
TX-126463;2041-06;7;S01;45.96
TX-126464;2017-07;8;S01;135.2
TX-126465;2021-05;2;S04;72.12
TX-126466;2041-08;2;S03;122.48
TX-126467;2022-07;8;S05;118.33
TX-126468;2017-10;2;S03;14.19
TX-126469;2030-09;5;S05;100.71
TX-126470;2037-01;7;S01;52.85
TX-126471;2030-08;6;S02;86.34
TX-126472;2036-04;2;S01;123.32
TX-126473;2034-02;3;S03;49.53
TX-126474;2041-01;5;S02;93.01
TX-126475;2017-11;3;S05;64.96
TX-126476;2039-01;6;S04;10.78
TX-126477;2033-07;8;S04;109.76
TX-126478;2032-05;2;S05;61.13
TX-126479;2033-04;7;S02;22.23
TX-126480;2019-09;1;S05;33.77
TX-126481;2025-02;5;S04;144.88
TX-126482;2038-09;1;S03;149.03
TX-126483;2028-11;8;S05;6.19
TX-126484;2024-09;6;S01;115.18
TX-126485;2041-03;5;S01;144.84
TX-126486;2029-07;8;S05;142.62
TX-126487;2032-11;1;S05;87.27
TX-126488;2042-12;5;S01;79.8
TX-126489;2037-05;8;S01;137.36
TX-126490;2041-07;2;S02;106.53
TX-126491;2032-05;3;S04;85.49
TX-126492;2038-12;8;S01;77.66
TX-126493;2042-10;7;S03;63.98
TX-126494;2038-08;4;S03;61.76
TX-126495;2031-05;1;S02;89.5
TX-126496;2028-03;3;S03;11.72
TX-126497;2028-06;6;S05;130.18
TX-126498;2040-07;8;S02;48.32
TX-126499;2041-06;1;S05;69.16
TX-126500;2023-08;6;S04;108.71
TX-126501;2017-08;3;S04;39.94
TX-126502;2023-10;4;S01;28.69
TX-126503;2029-12;2;  S01  ;141.04
TX-126504;2023-03;4;S02;49.33
TX-126505;2023-05;3;S03;73.21
TX-126506;2017-06;3;S01;14.5
TX-126507;2036-11;3;S03;41.52
TX-126508;2020-05;7;S01;71.28
TX-126509;2036-02;3;S05;70.21
TX-126510;2019-01;2;S05;74.85
TX-126511;2027-07;7;S03;54.75
TX-126512;2020-05;8;  S01  ;103.76
TX-126513;2042-11;3;S01;118.53
TX-126514;2025-07;1;S04;119.65
TX-126515;2040-04;1;S04;127.4
TX-126516;2023-10;7;S03;110.27
TX-126517;2038-12;1;S03;148.09
TX-126518;2018-03;6;S01;117.36
TX-126519;2034-09;8;S04;46.39
TX-126520;2017-10;5;S04;127.16
TX-126521;2016-03;5;S01;111.51
TX-126522;2030-06;6;S03;94.92
TX-126523;2026-06;7;S05;124.45
TX-126524;2026-10;5;S02;39.79
TX-126525;2037-12;5;S04;5.75
TX-126526;2035-09;7;S01;63.29
TX-126527;2040-11;3;S05;8.08
TX-126528;2020-01;8;S02;32.76
TX-126529;2027-03;8;S03;121.23
TX-126530;2022-08;6;S05;9.17
TX-126531;2025-04;3;S03;74.81
TX-126532;2016-04;1;S01;79.8
TX-126533;2042-04;4;S04;60.73
TX-126534;2026-09;2;S02;81.27
TX-126535;2029-03;7;S01;66.89
TX-126536;2043-01;7;S03;21.52
TX-126537;2020-04;3;S04;32.32
TX-126538;2036-12;6;S03;125.94
TX-126539;2022-01;7;S05;96.33
TX-126540;2019-05;1;  S01  ;106.82
TX-126541;2019-01;6;S05;55.46
TX-126542;2040-07;6;S05;123.75
TX-126543;2040-04;6;S03;122.77
TX-126544;2041-12;3;S01;11.02
TX-126545;2019-01;3;S02;84.72
TX-126546;2027-12;7;S04;14.4
TX-126547;2039-04;4;S05;45.68
TX-126548;2017-05;5;S02;67.39
TX-126549;2034-06;7;S02;28.12
TX-126550;2023-08;7;S04;26.33
TX-126551;2024-02;7;S04;22.51
TX-126552;2020-06;2;S04;98.36
TX-126553;2027-09;6;S03;79.06
TX-126554;2028-02;4;S05;130.2
TX-126555;2020-11;2;S02;86.72
TX-126556;2041-06;5;S05;120.01
TX-126557;2038-04;6;S01;74.78
TX-126558;2018-10;6;S05;98.37
TX-126559;2038-02;3;S05;14.15
TX-126560;2032-12;1;S05;27.94
TX-126561;2027-03;4;S04;119.73
TX-126562;2021-09;5;S05;120.55
TX-126563;2022-11;5;S04;71.8
TX-126564;2023-04;6;S04;39.41
TX-126565;2024-07;1;S03;21.89
TX-126566;2035-06;5;S04;147.26
TX-126567;2031-09;3;S01;63.68
TX-126568;2024-10;3;S02;14.33
TX-126569;2025-02;5;S01;52.72
TX-126570;2033-11;7;S03;53
TX-126571;2018-12;8;S05;132.29
TX-126572;2018-01;4;S01;49.12
TX-126573;2025-09;2;S05;6.32
TX-126574;2025-07;7;S05;54.6
TX-126575;2018-11;3;S03;74.62
TX-126576;2023-09;6;S04;45.29
TX-126577;2031-07;2;S02;20.31
TX-126578;2020-05;4;S04;36.39
TX-126579;2041-09;4;S01;95.59
TX-126580;2037-04;2;S04;114.95
TX-126581;2041-07;6;  S01  ;133.34
TX-126582;2043-02;6;S03;105.04
TX-126583;2034-01;6;S03;142.8
TX-126584;2030-09;5;S02;31
TX-126585;2020-11;4;S01;14.61
TX-126586;2019-09;6;  S01  ;47.63
TX-126587;2034-07;3;S05;10.27
TX-126588;2036-01;3;S01;75.54
TX-126589;2040-10;2;S02;47.2
TX-126590;2016-02;6;S01;49.98
TX-126591;2037-08;5;S04;117.34
TX-126592;2026-01;5;S05;24.47
TX-126593;2038-12;6;S03;66.41
TX-126594;2036-06;5;S04;35.58
TX-126595;2031-07;4;S02;99.19
TX-126596;2021-05;3;S04;25.47
TX-126597;2038-03;3;S05;100.78
TX-126598;2042-06;6;S03;15.94
TX-126599;2038-08;1;S03;140.44
TX-126600;2040-03;7;S02;136.09
TX-126601;2033-11;7;S04;69.02
TX-126602;2028-08;5;S04;100.42
TX-126603;2028-05;1;S05;20.09
TX-126604;2016-09;5;S02;38.24
TX-126605;2039-10;8;S03;13.64
TX-126606;2019-06;5;S02;146.76
TX-126607;2019-07;3;S01;69.14
TX-126608;2043-05;3;S01;122.13
TX-126609;2025-12;2;S02;80.28
TX-126610;2017-10;8;S01;34.94
TX-126611;2035-07;5;S02;82.38
TX-126612;2030-08;5;S04;141.59
TX-126613;2028-12;1;S04;35.45
TX-126614;2018-10;8;  S01  ;138.72
TX-126615;2020-04;6;S04;24.65
TX-126616;2028-05;3;S01;6.25
TX-126617;2035-10;4;S05;128.29
TX-126618;2025-03;5;S02;127.83
TX-126619;2033-04;5;S04;58.43
TX-126620;2040-10;6;S01;51.24
TX-126621;2023-11;2;S01;102.87
TX-126622;2019-12;4;S04;105.43
TX-126623;2028-08;4;S01;94.91
TX-126624;2021-07;3;S01;134.48
TX-126625;2041-04;5;S04;30.09
TX-126626;2025-04;1;S03;116.36
TX-126627;2017-11;4;S02;38.04
TX-126628;2042-08;8;S02;76.08
TX-126629;2019-05;7;S03;90.57
TX-126630;2039-03;3;S03;107.7
TX-126631;2026-12;3;S03;28.04
TX-126632;2041-05;1;S05;84.89
TX-126633;2039-08;7;S03;27.73
TX-126634;2020-09;6;S04;100.25
TX-126635;2031-09;1;S04;123.15
TX-126636;2040-09;2;S05;130.12
TX-126637;2035-11;2;S04;122.16
TX-126638;2018-02;6;S01;122.71
TX-126639;2027-10;8;S02;127.55
TX-126640;2039-02;3;S05;51.79
TX-126641;2028-06;7;S05;61.92
TX-126642;2025-01;6;S04;104.65
TX-126643;2028-09;4;S01;69.25
TX-126644;2023-04;1;S02;104.2
TX-126645;2035-11;6;S05;37.31
TX-126646;2037-11;8;S02;34.49
TX-126647;2038-06;4;S05;57.05
TX-126648;2034-10;6;S05;145.93
TX-126649;2029-02;8;S03;94.31
TX-126650;2016-01;7;S04;134.11
TX-126651;2029-12;8;S03;70.85
TX-126652;2027-12;6;S04;93.05
TX-126653;2036-09;5;S05;25.33
TX-126654;2038-03;6;S02;90.9
TX-126655;2036-08;4;S05;103.4
TX-126656;2029-03;1;S03;5.76
TX-126657;2037-06;7;S01;97.63
TX-126658;2025-04;1;S01;93.45
TX-126659;2023-03;2;S01;116.24
TX-126660;2020-04;8;S01;15.25
TX-126661;2032-04;8;S05;110.3
TX-126662;2039-12;2;S03;55.99
TX-126663;2025-08;4;S03;40.2
TX-126664;2036-08;7;S04;128.54
TX-126665;2036-05;5;S02;77.39
TX-126666;2032-12;2;S04;27.91
TX-126667;2033-08;8;S03;29.98
TX-126668;2033-10;7;S05;11.57
TX-126669;2029-06;2;S03;54.91
TX-126670;2038-06;5;S05;113.51
TX-126671;2021-07;3;S01;97.32
TX-126672;2041-09;6;S04;59.92
