Column1.period;Column1.ideac_index;Column1.unemployment_rate;Column1.underemployment_rate
2029-08;101.73;4.5;15.62
2029-08;102.68;4.75;18.71
2029-08;106.25;5.47;19.55
2029-08;104.57;6.1;19.16
2029-08;104.3;5.89;18.32
2029-08;110.06;5.97;20.16
2029-08;109.56;4.1;19.02
2029-08;102.44;5.98;19.48
2029-08;108.2;3.62;18.94
2029-08;105.99;4.81;19.58
2029-08;105.62;4.34;20.31
   2029-08   ;109.99;4.51;21.59
2029-08;99.79;6.4;21.85
2029-09;113.4;4.9;22.51
2029-09;109.41;6.26;22.38
2029-09;102.26;3.24;22.62
2029-09;105.5;3.89;20.25
2029-09;106.97;5.51;20.22
   2029-09   ;102.06;4.02;16.38
   2029-09   ;104.07;5.74;14.52
08/09/2029;98.04;4.55;16.27
2029-09;103.33;6.24;20.21
2029-09;110.82;6.15;22.31
2029-09;105.3;4.53;14.97
2029-09;97.41;6.74;17.49
13/09/2029;110.14;3.75;17.08
2029-09;102.02;3.75;19.09
15/09/2029;102.92;5.88;19.19
2029-09;115.48;5.52;18.08
2029-09;105.68;4.29;19.66
2029-09;101.13;4.95;17.49
2029-09;102.75;6.13;22.62
2029-09;104.58;6.58;15.73
2029-09;108.2;6.22;21.79
2029-09;103.06;3.96;15.71
2029-09;109.13;4.98;18.13
2029-09;108.11;6.02;22.3
2029-09;100.98;3.7;19.67
2029-09;97.93;6.72;22.33
2029-09;105.5;NA;21.54
2029-09;101.1;5.56;19.46
2029-09;108.34;3.67;17.34
30/09/2029;107.16;5.01;16.35
2029-10;105.62;6.73;22.22
2029-10;109.31;4.64;17.39
03/10/2029;100.44;NA;15.54
04/10/2029;110.19;5.72;15.27
2029-10;113.64;3.75;17.84
2029-10;100.97;3.94;20.69
2029-10;97.76;4.69;16.73
2029-10;105;4.3;19.61
09/10/2029;102.01;3.41;21.86
2029-10;114.14;5.97;16.61
2029-10;102.11;4.93;18.85
2029-10;111.02;4.35;19.7
2029-10;100.52;5.52;21.72
2029-10;106.04;5.12;14.67
2029-10;106.12;6.4;16.98
2029-10;107.15;3.98;17.85
2029-10;104.32;5.18;18.15
2029-10;100.85;5.82;17.92
2029-10;108.71;5.69;16.86
2029-10;102.71;5.36;17.57
2029-10;108.02;6;22.92
   2029-10   ;97.9;5.05;16.75
2029-10;109.94;6.1;16.1
2029-10;107.44;4.66;19.08
2029-10;112.44;3.28;18.43
   2029-10   ;102.16;4.05;15.57
   2029-10   ;102.37;6.08;18.34
2029-10;106.01;5.41;20.94
2029-10;104.93;6.25;21.2
2029-10;110.6;5.53;20.14
   2029-10   ;107.73;4.52;21.79
2029-11;105.8;3.93;21.84
02/11/2029;106.22;5.65;17.17
2029-11;104.25;5.05;15.39
2029-11;101.47;5.14;16.06
2029-11;105.73;6.07;17.69
06/11/2029;106.77;5.93;21.81
2029-11;102.99;5.66;17.87
2029-11;101.71;4.89;14.63
2029-11;106.35;5.35;15.06
2029-11;106.63;NA;16.12
2029-11;97.92;4.35;17.24
   2029-11   ;101.38;3.87;17.93
2029-11;104.99;4.68;15.67
   2029-11   ;105.22;6.24;20.89
2029-11;105.07;4.65;18.29
2029-11;106.41;6.69;16.91
2029-11;106.39;4.13;17.4
2029-11;108.22;3.2;20.78
   2029-11   ;106.41;5.48;18.83
2029-11;106.21;5.66;17.8
2029-11;111.16;6.28;16.83
2029-11;107.86;6.78;17.11
2029-11;107.84;5.12;15.4
   2029-11   ;109.2;4.14;16.65
2029-11;107.37;4.28;20.71
26/11/2029;103.84;5.66;22.55
2029-11;107.64;3.61;21.76
2029-11;102.29;4.12;22.05
2029-11;111.66;4.68;14.86
2029-11;105.97;6.79;18.12
01/12/2029;103.16;4.67;21.94
2029-12;108.04;4.04;19.89
2029-12;103.04;3.64;18.46
04/12/2029;111.44;5.82;21.75
2029-12;106.08;5.08;17.49
06/12/2029;102.58;6.27;16.4
2029-12;106.16;4.29;21.11
   2029-12   ;107.42;4.75;15.99
09/12/2029;104.82;6.09;19.99
   2029-12   ;101.65;3.57;18.76
11/12/2029;103.44;NA;17.47
2029-12;98.54;4.31;22.1
13/12/2029;104.99;6.02;16.5
2029-12;96.86;6.04;19.62
2029-12;109.97;5.14;22.57
2029-12;98.57;4.06;20.7
2029-12;101.66;5.05;16.41
2029-12;101.87;3.65;21.45
2029-12;101.72;3.47;17.62
   2029-12   ;116.55;6.66;14.76
2029-12;104.18;3.76;14.52
   2029-12   ;108.92;6.07;16.09
2029-12;105.24;6.09;21.13
24/12/2029;99.86;3.21;16.94
2029-12;107.51;3.25;19.69
26/12/2029;102.45;4.1;18.11
2029-12;101.07;4.78;22.16
   2029-12   ;99;3.24;17.11
2029-12;106.18;4.2;17.43
2029-12;104.25;6.13;16.53
2029-12;101.33;6.7;17.25
2030-01;104.19;3.57;18.01
2030-01;111.03;4.53;18.4
2030-01;107.92;6.33;17.95
2030-01;109.82;4.83;18.88
2030-01;110.2;5.33;17.41
06/01/2030;98.27;5.49;20.15
2030-01;104.05;6.53;20.61
2030-01;101.41;6.69;19.56
2030-01;109.16;5.35;18.71
2030-01;101.04;3.53;15.17
2030-01;106.71;4.52;17.75
2030-01;103.24;5.25;17.87
2030-01;108.62;5.02;17.25
2030-01;102.93;4.02;21.95
2030-01;102.48;5.89;18.39
2030-01;109.37;5.76;15.95
17/01/2030;105.2;NA;20.58
2030-01;102.23;4.81;19.36
2030-01;108.35;5.4;22.2
2030-01;103.1;3.63;21.56
2030-01;107.27;4.24;20.73
2030-01;103.79;3.8;20.26
2030-01;107.28;6.1;19.03
2030-01;105.06;6.41;21.01
2030-01;109.22;5.71;22.22
   2030-01   ;103.92;3.35;21.77
2030-01;106.33;6.27;15.16
   2030-01   ;101.55;4.51;16.95
29/01/2030;110.39;4.14;17.15
2030-01;101.12;6.34;22.06
2030-01;110.96;3.27;21.84
   2030-02   ;101.01;3.29;19.05
   2030-02   ;104.01;6.44;14.88
2030-02;101.16;6.12;17.18
2030-02;109.95;5.66;21.41
2030-02;106.22;5.42;18.96
2030-02;97.4;3.37;16.1
07/02/2030;109.21;5.48;18.98
08/02/2030;98.95;5.88;18.72
2030-02;100.04;4.13;19.97
   2030-02   ;113.17;3.69;16.27
2030-02;104.57;3.54;15.91
2030-02;103.05;5.21;16.28
13/02/2030;107.59;4.57;15.41
2030-02;93.53;4.76;17.65
2030-02;107.59;3.87;15.09
2030-02;102.81;6.19;15.58
2030-02;105.34;3.65;15.68
2030-02;107.41;3.35;18.11
2030-02;107.32;6.22;17.7
2030-02;99.34;5.86;21.33
2030-02;110.46;5.89;16.22
2030-02;104.52;4.21;15.58
23/02/2030;109.29;6.79;22.33
2030-02;111.08;4.43;15.84
2030-02;104.83;4.62;15.87
2030-02;105.21;5.05;16.2
2030-02;106.64;6.25;14.67
2030-02;107.91;4.36;18.93
2030-03;107.2;5.39;20.88
2030-03;107.96;4.72;19.32
2030-03;103.43;4.52;14.8
2030-03;104.83;4.15;18.32
2030-03;108.8;6.45;17.07
2030-03;107.73;5.12;17.78
07/03/2030;99.6;4.31;17.85
2030-03;109.74;5.52;15.27
2030-03;107.15;5.05;20.85
   2030-03   ;103.84;4.92;19.91
2030-03;106.24;NA;14.73
12/03/2030;104.98;5.29;21.79
2030-03;104.19;3.8;14.68
2030-03;102.77;3.42;14.83
2030-03;104.17;4.68;21.04
16/03/2030;103.82;3.73;16.07
2030-03;102.99;3.95;16.13
2030-03;107.62;NA;14.96
2030-03;102.9;6.31;17.76
2030-03;114.08;4.16;20.87
   2030-03   ;102.27;5.81;16.72
22/03/2030;105.74;6.7;21.15
2030-03;104.73;3.98;21.7
2030-03;108.73;3.71;15.6
2030-03;97.69;6.19;16.42
26/03/2030;107.94;5.25;18.9
27/03/2030;103.56;5.34;15.49
2030-03;101.81;6.72;17.49
   2030-03   ;107.71;4.09;20.81
2030-03;107.25;5.21;15.41
   2030-03   ;108.58;5.49;18.65
2030-04;103.79;6.34;21.04
2030-04;102.09;4.9;16.93
2030-04;107.27;NA;15.48
2030-04;101.72;4.31;20.03
2030-04;108.83;3.85;14.55
2030-04;105.43;4.21;15.2
   2030-04   ;100.83;5.41;16.61
2030-04;104.45;4.43;18.29
   2030-04   ;108.29;5.81;14.54
2030-04;106.9;5.66;16.44
2030-04;103.49;3.69;17.34
2030-04;105.54;3.22;19.8
2030-04;106.14;5.76;20.15
2030-04;103.69;6.4;15.41
2030-04;105.92;5.95;18.72
2030-04;109.72;NA;16.85
2030-04;105.54;5.25;15.18
18/04/2030;106.61;5.04;20.85
2030-04;107.7;4.4;18.23
2030-04;99.05;3.3;19.7
2030-04;106.41;5.51;16.34
2030-04;110.33;3.39;15.76
23/04/2030;108.59;5.39;22.02
2030-04;105.05;4.32;17.81
2030-04;101.63;4.51;21.14
2030-04;104.96;5.02;17.51
2030-04;101.65;6.49;17.53
2030-04;105.2;4.76;16.79
   2030-04   ;104.19;3.57;21.76
2030-04;103.59;3.54;18.53
2030-05;107.54;3.39;22.37
2030-05;103.76;3.25;22.54
2030-05;109.08;4;16.92
2030-05;102.98;5.19;15.02
05/05/2030;104.23;4.85;19.17
   2030-05   ;106.89;6.44;16.5
2030-05;104.34;4.55;18.71
2030-05;104.61;4.7;15.77
2030-05;102.74;5.43;22.27
10/05/2030;111.01;4.99;20.57
2030-05;103.67;4.44;21.24
12/05/2030;99.75;6.54;18.72
2030-05;106.61;6.02;17.21
2030-05;104.5;3.59;14.65
   2030-05   ;103.91;6.59;18.43
2030-05;108.57;3.22;19.92
   2030-05   ;107.18;6.34;20.23
2030-05;98.61;4.63;22.29
   2030-05   ;106.29;4.21;16.86
2030-05;109.95;6.47;20.6
21/05/2030;111.63;3.51;16.6
22/05/2030;98.32;4.99;21.18
23/05/2030;98.48;4.62;15.8
2030-05;104.51;6.23;14.88
2030-05;103.22;3.65;15.78
2030-05;112.31;6.02;19.8
27/05/2030;102.25;4.03;22.92
   2030-05   ;99.85;5.58;22.55
2030-05;103.32;4.3;15.77
2030-05;102.66;4.39;16.8
2030-05;108.59;3.47;22.07
01/06/2030;112.32;6.03;16.55
02/06/2030;104.58;4.68;16.15
2030-06;106.93;4.67;15.07
2030-06;106.23;4.06;17.57
2030-06;103.15;4.06;15.33
2030-06;112.91;6.56;14.85
2030-06;103.91;5.21;19.11
08/06/2030;97.64;4.89;15.54
2030-06;108.79;6.49;15.91
2030-06;107.18;5.63;22.86
2030-06;96.7;6.26;19.46
2030-06;107.4;5.17;18.64
2030-06;100.41;5.57;19.71
2030-06;105.37;3.51;16.41
   2030-06   ;110.09;4.79;20.9
2030-06;109.12;5.07;16.03
2030-06;104.27;6.28;17.15
   2030-06   ;101.94;6.73;16.13
2030-06;106.84;5.08;20.81
   2030-06   ;113.7;6.26;21.28
21/06/2030;102.84;5.34;16.17
2030-06;106.96;6.14;18.11
23/06/2030;106.88;5.15;21.16
2030-06;109.99;6.38;22.8
2030-06;108.28;6.43;16.96
2030-06;94.95;4.17;15.23
2030-06;103.57;3.78;15.27
28/06/2030;99.36;6.69;21.99
2030-06;101.61;NA;20.67
2030-06;99.81;4.66;16.93
2030-07;109.45;4;17.77
2030-07;106.86;6.73;22.15
2030-07;107.97;5.19;22.18
2030-07;108.4;6.33;17.14
2030-07;105.18;4.62;16.46
2030-07;101.38;5.68;20.37
2030-07;104.5;6.69;20
2030-07;106.95;4.01;16.39
2030-07;111.05;3.46;15.81
2030-07;105.54;5.8;19.58
2030-07;100.47;5.78;18.03
2030-07;99.5;6.43;15.89
2030-07;102.21;6.38;16
2030-07;104.11;4.25;22.03
2030-07;100.15;6.08;22.09
2030-07;105.99;3.99;21.61
17/07/2030;97.49;3.92;19.86
18/07/2030;101.69;5.85;19.51
19/07/2030;99.9;4.25;22.82
2030-07;102.8;5.04;18.04
21/07/2030;99.6;5.02;21.37
2030-07;102.17;4.17;15.49
2030-07;109.97;5.57;16.38
2030-07;105.89;6.11;19.72
25/07/2030;105.75;5.28;16.83
2030-07;110.35;5.49;21.98
2030-07;103.66;NA;18.45
2030-07;109.32;4.65;22.44
2030-07;111.17;4.36;16.08
   2030-07   ;104.7;5.62;15
2030-07;104.83;4.08;16.75
2030-08;101.97;5.22;17.37
2030-08;103.89;3.54;17.07
2030-08;106.53;6.67;19
2030-08;105.85;5.46;19.8
   2030-08   ;104.51;6.75;21.18
2030-08;105.8;3.79;17.34
2030-08;106.83;5.43;18.06
2030-08;101.05;4.67;21.64
2030-08;105.08;3.98;18.62
2030-08;110.05;3.25;22.79
11/08/2030;99.22;5.03;22.26
2030-08;104.17;4.92;17.89
2030-08;101.73;5.38;14.51
   2030-08   ;112.07;4.93;19.09
2030-08;102.47;3.34;18.01
2030-08;107.12;5;19.58
2030-08;103.01;4.65;22.52
2030-08;103.45;NA;21.7
2030-08;106.1;6.02;18.55
20/08/2030;102.67;5.26;14.69
2030-08;102.24;5.51;21.8
2030-08;101.04;6.58;21.9
   2030-08   ;106.05;5.58;15.82
2030-08;107.52;4.66;17.02
2030-08;102.95;3.6;22.86
2030-08;108.15;6.71;17.22
2030-08;99.17;NA;17.5
2030-08;110.59;6.62;16.05
2030-08;97.52;6.5;20.97
2030-08;103.47;5.17;19.54
2030-08;106.54;4.91;15.64
2030-09;114.47;3.38;15.66
2030-09;106.93;4.17;22.07
2030-09;103.72;5.59;20.08
2030-09;105.94;6.12;17.93
2030-09;98.45;3.34;21.86
2030-09;110.68;5.94;21.2
2030-09;104.5;5.75;17.74
2030-09;103.89;6.33;22.39
2030-09;101.38;6.07;22.97
2030-09;99.59;4.15;18.98
2030-09;97.59;5.88;22.18
2030-09;97.52;4.35;18.55
2030-09;100.61;3.22;18.09
2030-09;107.9;6.53;17.82
15/09/2030;106.9;NA;20.35
2030-09;102.69;3.77;15.89
2030-09;114;3.46;22.14
2030-09;110.79;5.36;20.4
   2030-09   ;103.93;4.26;18.03
2030-09;100.37;6.29;18.41
   2030-09   ;105.17;3.5;15.09
2030-09;100.67;5.46;19.39
   2030-09   ;101.79;3.82;15.13
24/09/2030;111.32;4.24;19.83
2030-09;105.94;6.15;16.28
2030-09;109.29;5.62;20.96
   2030-09   ;101.23;6.6;21.44
   2030-09   ;103.66;6.22;19.74
29/09/2030;108.83;6.62;22.6
2030-09;106.78;5.26;19.69
2030-10;109.27;5.86;20.93
2030-10;97.06;4.84;22.88
2030-10;100.9;5.98;15.65
2030-10;101.02;3.33;22.53
2030-10;105.76;5.95;16.36
2030-10;109.74;6.34;21.59
2030-10;106.11;4.35;20.2
2030-10;103.63;3.93;21.47
   2030-10   ;104.68;4.5;22.11
2030-10;113.74;5.23;22.03
2030-10;107.38;5.13;22.55
2030-10;104.93;4.82;18.64
   2030-10   ;105.72;6.56;22.65
2030-10;107.11;5.91;17.89
2030-10;104.85;3.48;14.96
16/10/2030;110.26;3.95;22.34
2030-10;104.23;3.25;21.13
   2030-10   ;107.13;5.13;22.19
   2030-10   ;110.61;4.96;18.84
2030-10;105.15;5.06;23
2030-10;103.74;3.92;21.02
2030-10;107.32;6.15;15.71
2030-10;106.15;3.25;16.6
2030-10;104.62;6.42;21.18
2030-10;111;NA;17.36
2030-10;107.24;5.9;20.5
2030-10;105.93;5.33;20.4
28/10/2030;108.75;3.41;20.73
29/10/2030;105.53;4.74;21.12
2030-10;107.44;3.87;20.21
2030-10;102.67;4.3;22.51
2030-11;113.08;4.37;21.64
2030-11;99.12;6.49;20.12
2030-11;103.49;6.61;21.56
2030-11;103.32;5.2;22.44
2030-11;104.69;5.78;21.97
2030-11;98.91;5.85;21.01
2030-11;109.55;4.71;14.82
2030-11;105.11;4.94;16.59
2030-11;106.14;4.04;19.24
2030-11;101.09;6.52;18.31
2030-11;107.12;5.4;22.34
2030-11;107.41;6.76;18.69
2030-11;99.53;6.1;23
2030-11;103.22;5.6;22.74
2030-11;108.26;NA;20.85
16/11/2030;100.91;3.52;15.54
2030-11;106.92;5.99;21.74
2030-11;103.62;6.78;22.86
   2030-11   ;104.73;3.48;18.75
2030-11;107.97;5.31;21.75
2030-11;108.12;5.46;16.32
22/11/2030;98.12;4.8;16.25
2030-11;106.16;5.01;15.96
2030-11;106.45;4.94;22.31
2030-11;106.52;5.92;16.57
   2030-11   ;102.16;NA;21.11
2030-11;104.59;3.9;15.88
2030-11;101.29;5.32;15.99
29/11/2030;108.51;6.02;16.26
2030-11;93.8;4.21;19.63
2030-12;113.1;5.08;21.89
2030-12;96.55;4.39;17.39
2030-12;104.23;5.87;21.99
2030-12;101.01;6.16;14.93
05/12/2030;105.06;3.82;19.08
2030-12;100.92;5.04;21.34
2030-12;103.69;5.86;17.03
2030-12;112.95;4.3;21.68
2030-12;105.08;4.17;21.23
2030-12;105.88;6.3;15.5
2030-12;104.58;6.11;21.26
2030-12;106.91;3.58;15.19
2030-12;100.54;5.57;19.23
14/12/2030;102.31;4.71;18.46
2030-12;99.66;5.81;20.8
2030-12;105.99;4.53;14.94
2030-12;102.47;6.7;15.07
2030-12;110.14;5.7;22.93
2030-12;103.87;NA;19.14
2030-12;103.71;6.41;16.85
2030-12;102.86;6.01;20.59
2030-12;108.06;5.79;20.88
2030-12;106.53;5.22;21.18
   2030-12   ;104.56;4.66;22.49
25/12/2030;101.51;5.99;21.86
   2030-12   ;101.6;5.83;15.08
27/12/2030;107.38;3.96;17.49
28/12/2030;107.88;6.62;21.26
2030-12;119.11;6.25;18.98
2030-12;103.95;3.8;18.02
2030-12;100.14;5.71;21.74
2031-01;104.28;5.24;16.66
2031-01;102.38;6.09;17.55
03/01/2031;100.05;3.4;19.83
2031-01;103.41;4.73;17.91
2031-01;101.47;5.31;21.59
2031-01;98.77;4.86;15.41
2031-01;112.85;4.8;22.5
08/01/2031;104.36;5.53;14.71
2031-01;103;4.52;21.84
2031-01;104.98;5.94;19.04
2031-01;106.04;4.56;22.07
2031-01;106.75;4.23;17.9
2031-01;105.02;4.73;17.53
2031-01;109.15;5.97;18.94
2031-01;103.58;3.38;16.28
16/01/2031;107.34;3.68;18.45
2031-01;101.01;4.97;15.42
2031-01;100.09;6.1;15.86
19/01/2031;105.16;6.54;16.44
2031-01;110.26;4.44;21.26
21/01/2031;107.48;6.32;21.22
2031-01;109.94;5.52;16.67
2031-01;98.76;6.52;19.4
2031-01;101.65;3.63;21.47
2031-01;111.21;NA;16.22
2031-01;106.28;5.67;21.79
2031-01;106.19;6.74;17.44
   2031-01   ;104.38;4.34;21.68
2031-01;104.55;5.71;15.57
2031-01;104.48;5.77;17.15
2031-01;107.02;4.34;21.28
2031-02;104.24;3.95;15.16
2031-02;106.19;3.86;18.41
2031-02;104.97;3.92;16.15
2031-02;112.69;3.22;17.95
2031-02;98.18;4.45;17.81
2031-02;111.69;6.04;19.26
2031-02;109.72;3.69;21.7
2031-02;107.83;4.57;18.56
2031-02;101.52;4.74;17.45
2031-02;107.14;4.91;17.08
2031-02;109.49;5.98;16.89
   2031-02   ;107.72;4.93;17.2
2031-02;102.64;3.48;16.41
14/02/2031;98.02;3.53;17.01
2031-02;109.91;5.43;15.37
2031-02;103.6;5.77;15.58
2031-02;99.33;3.55;22.05
2031-02;104.95;5.36;14.98
2031-02;102.81;5.99;21.6
2031-02;108.53;NA;14.67
2031-02;104.76;4.74;15.79
2031-02;109.19;3.83;15.96
2031-02;108.79;3.71;21.44
24/02/2031;109.98;3.54;17.79
2031-02;98.59;5.83;20.5
2031-02;102.03;5.45;17.21
2031-02;105.28;6.52;16.07
2031-02;122.78;NA;19.36
01/03/2031;103.38;5.47;22.03
2031-03;109.67;4.54;20.31
2031-03;108.14;4.92;18.91
   2031-03   ;106.79;4.17;16.31
2031-03;108.46;6.37;19.27
2031-03;101;6.02;16.49
2031-03;107.01;3.84;22.43
   2031-03   ;96.14;4.94;15.25
09/03/2031;103.69;5.21;15.11
10/03/2031;103.01;5.93;22.11
11/03/2031;94.09;5.94;19.96
2031-03;100.33;5.62;22.02
2031-03;108.25;NA;20.18
   2031-03   ;103.74;4.02;22.56
2031-03;107;4.66;20.64
2031-03;111.33;5.99;17.38
2031-03;109.35;3.98;16.22
18/03/2031;106.47;3.78;16.61
19/03/2031;105.78;3.95;19.74
2031-03;109.06;5.88;15.56
2031-03;110.73;6.74;16.04
22/03/2031;106.21;3.54;21.72
23/03/2031;102.9;3.56;18.5
   2031-03   ;108.61;4.67;19.87
2031-03;104.42;3.31;19.18
2031-03;109.42;3.73;18.31
2031-03;101.9;5.15;16.88
2031-03;101.37;6.44;15.03
2031-03;99.31;6.65;21.38
2031-03;105.47;4.9;16.21
   2031-03   ;104.97;3.43;21.25
2031-04;99.26;4.69;20.97
   2031-04   ;110.15;5.41;20.34
2031-04;100.18;5.47;18.59
2031-04;101.62;5.81;20.27
2031-04;101.5;3.77;19.3
2031-04;107.86;4.97;21.52
2031-04;115.2;6.27;19.55
   2031-04   ;106.92;4.12;15.29
2031-04;104.79;6.05;22.06
2031-04;108.57;4.32;19.78
2031-04;101.66;5.41;16.95
2031-04;110.61;3.37;20.18
2031-04;108.24;4.93;15.79
2031-04;108.88;4.56;19.01
   2031-04   ;108.84;5.96;22.55
2031-04;109.95;3.36;21.46
2031-04;100.17;4.39;21.18
2031-04;106.78;5.99;22.32
2031-04;104.82;4.55;19.86
   2031-04   ;103.95;3.66;15.44
2031-04;105.02;3.71;16.98
2031-04;106.85;NA;14.67
2031-04;105.41;3.52;15.41
2031-04;105.02;6.77;21.15
2031-04;101.86;6.35;21.69
2031-04;105.12;6.17;17.47
27/04/2031;104.1;4.15;19.01
2031-04;109.27;6.4;16.43
2031-04;106.27;5;19.48
2031-04;116.68;3.46;22.53
   2031-05   ;109.21;3.77;18.51
02/05/2031;103.52;5.33;21.66
2031-05;106.39;5.94;15.8
2031-05;109.95;3.73;18.46
2031-05;109.77;5.73;18.08
2031-05;99.02;5.09;19.82
   2031-05   ;107.17;4.34;20.6
08/05/2031;108.6;6.8;20.9
09/05/2031;104.78;3.35;20.11
2031-05;111.02;4.21;16.34
11/05/2031;109.93;5.71;15.34
2031-05;111.08;5.21;22.96
2031-05;100.8;5.46;15.28
2031-05;108.19;3.86;16.43
2031-05;104.5;5.15;19.01
2031-05;108.69;4.64;15.15
   2031-05   ;99.64;3.49;17.34
2031-05;105.29;4.42;17.87
2031-05;111.89;3.4;20.99
2031-05;107;6.6;18.2
2031-05;113.92;6.33;14.96
2031-05;102.79;3.26;19.67
2031-05;106.61;4.42;20.88
2031-05;96.72;4.45;17.27
25/05/2031;102.5;6.45;15.01
2031-05;99.91;5.61;19.53
2031-05;110.99;4.88;18.22
2031-05;102.45;5.92;19.82
29/05/2031;103.3;5.23;20.49
2031-05;108.99;3.34;22.9
31/05/2031;105;6.07;17.82
2031-06;101.21;5.07;18.67
02/06/2031;106.3;5.6;16.25
2031-06;108.99;5.81;21.31
2031-06;102.51;4.75;22.11
   2031-06   ;95.39;3.9;14.77
2031-06;96.1;5.82;16.47
   2031-06   ;110.54;3.89;20.96
   2031-06   ;107.93;6.18;20.49
2031-06;106.08;5.74;14.9
2031-06;110.87;3.5;21.83
2031-06;106.92;NA;22.37
12/06/2031;105.25;6.31;21.3
13/06/2031;111.84;4.54;19.13
14/06/2031;103.44;6.26;22.06
15/06/2031;100.72;5.78;17.26
16/06/2031;105.06;6.25;22.9
2031-06;104.47;5.71;21.4
2031-06;111.06;6.41;19.41
2031-06;103.01;5.25;17.22
   2031-06   ;108.14;5.2;16.75
2031-06;97.01;5.94;21.4
2031-06;109.8;4.82;18.12
2031-06;107.28;6.49;18.54
2031-06;106.05;3.67;19.52
2031-06;98.11;6.12;22.39
2031-06;114.42;3.56;21.44
27/06/2031;113.06;3.48;17.68
2031-06;111.16;6.61;19.36
2031-06;104.28;3.36;16.65
2031-06;104.1;5.93;15.98
2031-07;100.89;5.63;20.86
2031-07;108.23;5.1;19.24
2031-07;110.89;6.57;15.95
2031-07;104.71;5.21;20.23
   2031-07   ;114.48;6.34;17.6
2031-07;99.38;5.9;17.44
2031-07;112.27;5.58;18.71
08/07/2031;110.11;4.99;20.16
2031-07;97.42;3.34;20.93
10/07/2031;96.93;6.21;21.52
11/07/2031;99.78;6.47;22
2031-07;115.01;6.15;20.99
2031-07;100.73;5.02;18.73
2031-07;108.91;5.04;19.38
2031-07;102.38;3.59;16.89
2031-07;101.06;5.16;22.83
   2031-07   ;98.85;6.34;19.81
2031-07;102.01;3.36;22.7
19/07/2031;107.44;6.44;17.26
2031-07;101.2;3.93;19.38
2031-07;102.8;5.38;15
2031-07;106.74;3.82;18.98
2031-07;106.41;3.98;18.35
2031-07;101.72;3.2;21.21
2031-07;105.91;3.67;20.82
26/07/2031;103.69;3.35;19.5
2031-07;106.53;4.38;17.4
2031-07;105.69;6.3;18.9
2031-07;103.41;4.43;19.33
2031-07;101.77;4.99;17.1
2031-07;103.23;4.45;16.28
2031-08;100.41;4.25;20.45
   2031-08   ;109.64;6.52;22
2031-08;103.35;5.31;16.33
2031-08;97.03;4.55;16.28
2031-08;102.42;3.63;16.92
2031-08;103.03;4.91;18.1
2031-08;109.45;3.9;21.3
2031-08;106.16;6.13;21.74
2031-08;103.98;4.43;22.45
2031-08;95.97;5.07;21.63
2031-08;110.12;6.47;17.69
2031-08;108.51;6.58;21.94
   2031-08   ;102.8;5.89;16.18
2031-08;99;5.34;20.81
2031-08;107.52;6.14;16.29
2031-08;110.69;4.85;15.33
2031-08;102.58;3.25;17.65
2031-08;108.23;3.96;15.13
19/08/2031;105.47;3.39;18.2
2031-08;110.19;4.54;22.67
2031-08;106.29;3.53;16.58
22/08/2031;102.92;6.45;22.05
23/08/2031;104.43;4.82;19.9
2031-08;103.66;3.99;18.53
2031-08;112.54;3.88;15.53
2031-08;102.05;6.74;18.13
2031-08;108.47;5.04;19.94
2031-08;105.23;5.04;18.95
2031-08;106.26;3.72;17.3
2031-08;102.76;3.32;16.94
2031-08;102.39;5.41;18.18
   2031-09   ;108.4;4.14;19.1
2031-09;100.97;6.13;20.99
2031-09;107.4;5.44;17.75
2031-09;107.02;5.03;21.65
05/09/2031;104.58;5.07;17.84
2031-09;103.8;5.28;19.41
2031-09;100.53;5.31;16.66
08/09/2031;107.12;6.7;15.59
   2031-09   ;102.8;4.61;18.53
2031-09;109.01;6.54;14.69
2031-09;105.46;4.17;15.76
12/09/2031;98.19;4.2;18.43
2031-09;110.58;4.75;22.25
2031-09;106.23;6.72;17.26
2031-09;101.58;4.36;17.28
2031-09;103.08;5.77;17.71
2031-09;100.23;6.44;18.79
2031-09;98.07;4.04;16.98
   2031-09   ;104.83;4.49;21.6
   2031-09   ;109.43;5.52;18.95
2031-09;104.88;4.83;17.59
2031-09;100.35;5.97;22.46
2031-09;110.88;4.27;16.28
2031-09;107.81;6.54;17.81
25/09/2031;110.89;5.9;17.66
2031-09;106.29;6.43;15.87
2031-09;99.88;5.56;21.58
2031-09;105.33;4.32;20.05
2031-09;103.24;5.89;18.58
30/09/2031;109.79;6.61;17.43
2031-10;110.53;6.7;19.87
   2031-10   ;98.19;3.59;18.24
2031-10;102.8;6.25;20.87
2031-10;102.43;4.54;22.89
2031-10;103.78;6.21;16.66
2031-10;107.18;6.03;17.65
2031-10;100.23;4.97;16.79
2031-10;109.04;4.47;21.18
2031-10;100.23;4.32;20.8
2031-10;99.16;5.78;15.1
2031-10;109.44;3.23;21.96
2031-10;103.31;6.39;17.53
2031-10;105.26;6.45;19.53
14/10/2031;105.32;3.24;17.5
2031-10;104.34;6.57;16.11
2031-10;102.69;6.03;16.69
2031-10;106.25;5.33;17.15
2031-10;105.58;6.52;20.7
2031-10;97.9;4.57;18.16
   2031-10   ;104.22;5.26;19.64
2031-10;103.86;6.47;16.61
2031-10;110.03;4.58;17.51
2031-10;107.59;5.39;18
2031-10;96.73;NA;17.19
25/10/2031;103.28;4.22;15.28
